team,conference,sos,osrs,dsrs,srs,year
UCLA,Pac-10,10.78,8.5,4.65,13.14,2002
California,Pac-10,7.45,4.3,8.79,13.08,2002
Miami (FL),Big East (East),5.53,7.14,5.86,13.0,2002
Minnesota,Big Ten,7.05,9.19,3.64,12.83,2002
Dayton,A-10 (West),3.39,5.54,7.2,12.74,2002
Tulsa,WAC,2.3,10.81,1.85,12.67,2002
Iowa,Big Ten,7.91,7.24,5.15,12.39,2002
Arkansas,SEC (West),10.14,9.41,2.87,12.27,2002
Louisville,CUSA (American),7.36,8.95,2.75,11.7,2002
Syracuse,Big East (West),5.92,5.03,6.41,11.44,2002
Tennessee,SEC (East),10.93,6.31,4.89,11.2,2002
Butler,Horizon,-0.38,0.11,11.04,11.15,2002
Villanova,Big East (East),6.17,2.94,7.76,10.7,2002
Utah,MWC,5.19,-0.69,11.37,10.69,2002
Temple,A-10 (East),7.6,2.49,8.09,10.57,2002
Western Kentucky,Sun Belt (East),-0.27,5.75,4.71,10.46,2002
Louisiana State,SEC (West),5.82,0.4,9.84,10.24,2002
Wisconsin,Big Ten,9.23,1.16,8.94,10.1,2002
Hawaii,WAC,1.15,1.21,8.61,9.82,2002
Arizona State,Pac-10,6.79,8.65,1.14,9.79,2002
Southern Illinois,MVC,1.66,6.37,3.41,9.77,2002
Valparaiso,Mid-Cont,-1.24,5.38,4.01,9.39,2002
Brigham Young,MWC,5.35,1.92,7.43,9.35,2002
Boston College,Big East (East),5.92,6.91,2.04,8.96,2002
Ball State,MAC (West),3.3,7.91,0.97,8.88,2002
Wyoming,MWC,2.72,6.38,2.24,8.62,2002
Pepperdine,WCC,3.36,11.12,-2.52,8.59,2002
Georgia Tech,ACC,8.66,8.69,-0.22,8.47,2002
Creighton,MVC,1.39,5.37,3.02,8.39,2002
Purdue,Big Ten,8.58,5.85,2.41,8.26,2002
Pennsylvania,Ivy,-1.51,3.31,4.65,7.96,2002
South Florida,CUSA (National),4.96,7.79,0.08,7.87,2002
St. John's (NY),Big East (East),6.31,1.6,6.21,7.81,2002
Bowling Green State,MAC (East),1.47,4.45,3.25,7.69,2002
Nevada-Las Vegas,MWC,4.88,10.97,-3.28,7.69,2002
San Diego State,MWC,6.02,5.41,2.29,7.69,2002
Louisiana Tech,WAC,2.52,2.63,4.96,7.59,2002
Saint Joseph's,A-10 (East),3.33,7.4,-0.4,7.01,2002
Auburn,SEC (West),7.97,-0.77,7.66,6.89,2002
Saint Louis,CUSA (American),6.34,-4.29,11.14,6.86,2002
Fresno State,WAC,5.21,5.34,1.44,6.78,2002
Vanderbilt,SEC (East),7.56,4.56,2.1,6.66,2002
New Mexico,MWC,3.87,4.89,1.42,6.3,2002
Baylor,Big 12,5.08,5.29,0.94,6.23,2002
Providence,Big East (East),4.55,3.44,2.76,6.19,2002
Colorado,Big 12,4.99,10.4,-4.23,6.17,2002
UNC Wilmington,CAA,-0.08,-1.99,8.15,6.17,2002
St. Bonaventure,A-10 (East),3.61,13.06,-6.98,6.07,2002
Seton Hall,Big East (West),6.66,2.06,3.88,5.93,2002
Utah State,Big West,-1.7,-3.43,9.07,5.63,2002
Northwestern,Big Ten,5.1,-8.19,13.77,5.58,2002
UAB,CUSA (National),2.96,0.17,5.39,5.56,2002
UC Santa Barbara,Big West,-0.05,-1.81,7.36,5.55,2002
Richmond,A-10 (West),4.22,-6.55,12.08,5.53,2002
College of Charleston,Southern (South),-3.12,-4.18,9.1,4.92,2002
Rutgers,Big East (West),2.92,-1.89,6.42,4.53,2002
Tennessee Tech,OVC,-3.07,2.5,2.01,4.51,2002
San Diego,WCC,1.56,4.8,-0.35,4.45,2002
Houston,CUSA (National),5.46,2.33,2.09,4.43,2002
TCU,CUSA (National),4.22,15.02,-10.6,4.42,2002
Nebraska,Big 12,6.08,0.32,4.09,4.41,2002
Washington,Pac-10,10.1,4.3,0.09,4.39,2002
Milwaukee,Horizon,0.82,4.73,-0.41,4.32,2002
Florida State,ACC,9.16,1.79,2.52,4.31,2002
Southern Methodist,WAC,3.58,2.87,1.36,4.23,2002
Oregon State,Pac-10,7.92,-6.2,10.24,4.04,2002
Iowa State,Big 12,4.89,0.54,3.48,4.02,2002
North Carolina,ACC,10.5,4.65,-0.8,3.86,2002
Kansas State,Big 12,6.77,-1.16,4.97,3.81,2002
New Mexico State,Sun Belt (West),-0.19,5.32,-1.64,3.68,2002
Clemson,ACC,5.16,5.73,-2.17,3.56,2002
Michigan,Big Ten,8.18,-0.11,3.64,3.54,2002
UC Irvine,Big West,-0.19,-0.2,3.64,3.44,2002
Tulane,CUSA (National),6.67,3.47,-0.06,3.41,2002
Virginia Tech,Big East (East),3.54,0.44,2.92,3.35,2002
East Tennessee State,Southern (North),-1.55,6.61,-3.37,3.25,2002
Colorado State,MWC,4.28,0.25,2.84,3.09,2002
Oral Roberts,Mid-Cont,-3.26,3.54,-0.46,3.07,2002
Ohio,MAC (East),-0.19,2.79,0.24,3.02,2002
Pacific,Big West,-1.3,0.52,2.4,2.92,2002
Massachusetts,A-10 (East),4.43,-4.59,7.46,2.88,2002
Nevada,WAC,1.88,4.38,-1.61,2.77,2002
Little Rock,Sun Belt (East),-2.51,2.73,-0.06,2.67,2002
Manhattan,MAAC,-5.39,1.81,0.84,2.65,2002
Missouri State,MVC,0.02,0.54,2.1,2.65,2002
Detroit Mercy,Horizon,1.05,-4.6,7.0,2.4,2002
Louisiana,Sun Belt (West),0.16,-0.98,3.14,2.16,2002
Arkansas State,Sun Belt (East),-1.98,-1.14,3.27,2.13,2002
Marist,MAAC,-5.19,1.6,0.03,1.63,2002
Illinois-Chicago,Horizon,1.43,2.15,-0.69,1.46,2002
UNC Greensboro,Southern (North),-2.34,-0.69,2.09,1.4,2002
Chattanooga,Southern (South),0.57,0.93,0.29,1.21,2002
Virginia Commonwealth,CAA,-2.37,2.56,-1.34,1.21,2002
Miami (OH),MAC (East),3.69,-6.15,7.35,1.2,2002
Wright State,Horizon,-1.58,2.78,-1.77,1.01,2002
Montana State,Big Sky,-1.94,-2.5,3.41,0.91,2002
George Mason,CAA,-2.29,-0.23,1.04,0.82,2002
Wichita State,MVC,0.15,2.57,-1.75,0.82,2002
La Salle,A-10 (West),2.64,-1.61,2.37,0.77,2002
Georgia Southern,Southern (South),-0.79,7.37,-6.62,0.76,2002
Western Michigan,MAC (West),-0.38,1.76,-1.01,0.75,2002
Illinois State,MVC,1.51,-2.41,3.14,0.73,2002
Murray State,OVC,-1.91,3.79,-3.12,0.67,2002
Davidson,Southern (North),0.72,-4.84,5.45,0.61,2002
Oakland,Mid-Cont,-0.57,5.14,-4.6,0.54,2002
Loyola (IL),Horizon,-0.53,1.39,-0.92,0.47,2002
Weber State,Big Sky,-1.94,2.07,-1.71,0.37,2002
DePaul,CUSA (American),5.55,1.29,-0.93,0.36,2002
Princeton,Ivy,-0.41,-10.78,11.07,0.29,2002
San Francisco,WCC,1.12,-0.35,0.47,0.12,2002
Yale,Ivy,-5.32,3.93,-4.02,-0.08,2002
Hampton,MEAC,-8.92,4.72,-5.13,-0.42,2002
The Citadel,Southern (South),-2.23,0.78,-1.25,-0.47,2002
McNeese State,Southland,-5.79,-4.42,3.83,-0.59,2002
East Carolina,CUSA (American),6.66,-2.95,2.17,-0.78,2002
Georgia State,A-Sun,-4.42,3.37,-4.16,-0.79,2002
Kansas City,Mid-Cont,-1.8,-9.05,8.22,-0.83,2002
Southern Mississippi,CUSA (National),3.55,-8.15,7.32,-0.84,2002
North Texas,Sun Belt (West),1.14,6.69,-7.55,-0.86,2002
Toledo,MAC (West),0.95,-4.7,3.82,-0.88,2002
Air Force,MWC,3.23,-12.33,11.38,-0.95,2002
Central Connecticut State,NEC,-9.29,-6.16,5.05,-1.1,2002
Central Florida,A-Sun,-6.38,2.63,-3.83,-1.2,2002
Northern Iowa,MVC,0.9,1.89,-3.13,-1.24,2002
Cal Poly,Big West,-1.48,0.03,-1.3,-1.28,2002
Texas-Rio Grande Valley,Ind,-2.23,-0.37,-0.96,-1.33,2002
West Virginia,Big East (West),5.9,4.24,-5.6,-1.36,2002
Marshall,MAC (East),1.23,6.36,-7.77,-1.42,2002
Rider,MAAC,-5.94,-2.27,0.76,-1.51,2002
Delaware,CAA,-1.39,-3.32,1.76,-1.56,2002
Old Dominion,CAA,-2.14,-4.39,2.84,-1.56,2002
Furman,Southern (South),-1.23,-5.04,3.43,-1.61,2002
Holy Cross,Patriot,-5.1,-10.29,8.67,-1.61,2002
Boise State,WAC,2.09,-6.62,4.99,-1.63,2002
Penn State,Big Ten,7.12,-2.87,0.99,-1.88,2002
UTEP,WAC,3.12,-1.72,-0.19,-1.91,2002
IUPUI,Mid-Cont,-0.3,1.83,-3.91,-2.08,2002
Eastern Washington,Big Sky,-1.32,-2.74,0.63,-2.11,2002
Drake,MVC,-0.54,-1.62,-0.54,-2.16,2002
George Washington,A-10 (West),3.48,2.02,-4.25,-2.24,2002
Cleveland State,Horizon,-1.46,-4.13,1.85,-2.28,2002
Cal State Long Beach,Big West,0.92,1.05,-3.71,-2.65,2002
Siena,MAAC,-3.71,-2.91,0.17,-2.74,2002
Buffalo,MAC (East),-0.47,-3.77,1.0,-2.77,2002
Drexel,CAA,-2.4,1.92,-4.75,-2.83,2002
Cal State Northridge,Big West,0.41,-2.11,-0.77,-2.88,2002
Rice,WAC,1.31,-3.84,0.83,-3.0,2002
Texas A&M,Big 12,6.91,-4.43,1.41,-3.02,2002
Washington State,Pac-10,6.95,1.6,-4.65,-3.06,2002
Troy,A-Sun,-6.18,1.03,-4.14,-3.11,2002
James Madison,CAA,-3.34,-1.67,-1.49,-3.16,2002
Morehead State,OVC,-3.12,0.91,-4.07,-3.16,2002
Northern Illinois,MAC (West),-0.85,5.13,-8.35,-3.22,2002
Jacksonville,A-Sun,-5.25,-4.79,1.53,-3.25,2002
UTSA,Southland,-7.83,2.59,-5.83,-3.25,2002
Middle Tennessee,Sun Belt (East),-0.79,-6.88,3.39,-3.49,2002
Brown,Ivy,-5.89,5.91,-9.45,-3.54,2002
Bradley,MVC,0.73,-10.12,6.57,-3.55,2002
Central Michigan,MAC (West),1.35,-0.92,-2.66,-3.58,2002
Niagara,MAAC,-4.68,1.72,-5.31,-3.58,2002
Radford,Big South,-6.1,-2.25,-1.44,-3.7,2002
Vermont,AEC,-10.81,1.4,-5.14,-3.74,2002
Samford,A-Sun,-4.07,-13.81,9.98,-3.83,2002
Florida Atlantic,A-Sun,-5.32,-0.43,-3.51,-3.94,2002
New Orleans,Sun Belt (West),-1.33,-5.04,1.08,-3.96,2002
Austin Peay,OVC,-1.01,-3.8,-0.21,-4.01,2002
Montana,Big Sky,-1.71,-1.39,-2.81,-4.19,2002
Fordham,A-10 (East),3.46,3.23,-7.59,-4.36,2002
Green Bay,Horizon,-0.72,-4.9,0.49,-4.41,2002
Indiana State,MVC,1.73,-8.11,3.65,-4.45,2002
Wagner,NEC,-9.24,4.74,-9.19,-4.45,2002
Santa Clara,WCC,0.39,-4.46,-0.01,-4.47,2002
Saint Mary's (CA),WCC,0.66,-11.54,6.99,-4.56,2002
Boston University,AEC,-7.8,-5.48,0.8,-4.68,2002
Southern Utah,Mid-Cont,-1.44,-7.49,2.8,-4.68,2002
Duquesne,A-10 (West),3.43,-4.73,0.02,-4.71,2002
Akron,MAC (East),0.37,-2.09,-2.74,-4.83,2002
Sam Houston State,Southland,-6.38,1.14,-6.1,-4.96,2002
American,Patriot,-6.19,-7.68,2.69,-4.99,2002
Florida International,Sun Belt (East),-0.49,-9.33,3.91,-5.42,2002
Louisiana-Monroe,Southland,-4.42,-1.7,-3.75,-5.45,2002
Rhode Island,A-10 (East),3.68,-7.94,2.44,-5.49,2002
Northern Arizona,Big Sky,-3.04,-6.13,0.61,-5.52,2002
Iona,MAAC,-4.25,-1.32,-4.27,-5.58,2002
Fairfield,MAAC,-4.29,-0.23,-5.4,-5.63,2002
San Jose State,WAC,1.54,-7.61,1.8,-5.81,2002
Colgate,Patriot,-7.15,-2.44,-3.4,-5.84,2002
Hofstra,CAA,-1.38,-4.19,-1.69,-5.88,2002
Centenary (LA),Ind,-1.48,-1.68,-4.29,-5.98,2002
William & Mary,CAA,-1.15,-8.26,2.19,-6.07,2002
Columbia,Ivy,-3.72,-16.98,10.85,-6.14,2002
Lafayette,Patriot,-6.15,0.78,-7.22,-6.43,2002
Winthrop,Big South,-8.2,-8.25,1.72,-6.53,2002
Harvard,Ivy,-6.09,-7.85,1.21,-6.63,2002
Monmouth,NEC,-7.32,-8.2,1.18,-7.02,2002
Wofford,Southern (South),1.14,-7.99,0.96,-7.02,2002
Belmont,A-Sun,-3.39,-1.07,-6.03,-7.1,2002
UC Riverside,Big West,-0.61,-5.27,-1.91,-7.17,2002
Howard,MEAC,-9.23,-0.41,-7.02,-7.43,2002
Portland,WCC,1.03,1.88,-9.31,-7.43,2002
Loyola Marymount,WCC,-0.1,-2.85,-4.61,-7.45,2002
South Alabama,Sun Belt (West),-0.25,-5.94,-1.51,-7.45,2002
Western Illinois,Mid-Cont,-3.06,-1.18,-6.27,-7.45,2002
Appalachian State,Southern (North),-0.64,1.62,-9.13,-7.52,2002
Tennessee-Martin,OVC,-2.61,1.04,-8.61,-7.57,2002
Western Carolina,Southern (North),-3.0,2.11,-9.98,-7.87,2002
Portland State,Big Sky,-1.03,0.7,-8.69,-7.99,2002
Eastern Illinois,OVC,-1.7,-0.49,-7.57,-8.06,2002
Maryland-Baltimore County,NEC,-11.62,-3.01,-5.06,-8.07,2002
Canisius,MAAC,-4.82,-7.55,-0.61,-8.16,2002
Denver,Sun Belt (West),-1.6,-6.66,-1.5,-8.16,2002
Tennessee State,OVC,-2.72,1.98,-10.23,-8.24,2002
St. Francis (NY),NEC,-10.83,3.01,-11.36,-8.35,2002
Evansville,MVC,0.68,-2.05,-6.3,-8.36,2002
Navy,Patriot,-5.51,-2.51,-6.4,-8.92,2002
Texas State,Southland,-6.54,-2.16,-6.77,-8.93,2002
VMI,Southern (North),0.34,4.87,-13.97,-9.1,2002
Jacksonville State,A-Sun,-6.43,-4.22,-5.13,-9.35,2002
Lamar,Southland,-7.89,-3.47,-5.89,-9.36,2002
Delaware State,MEAC,-10.54,-11.17,1.8,-9.37,2002
Northwestern State,Southland,-5.55,-1.71,-7.7,-9.42,2002
Quinnipiac,NEC,-9.86,3.3,-12.93,-9.63,2002
Idaho,Big West,-1.24,-16.01,6.1,-9.91,2002
Idaho State,Big Sky,-4.06,-3.71,-6.26,-9.98,2002
Bucknell,Patriot,-7.07,-10.53,0.29,-10.24,2002
Stephen F. Austin,Southland,-8.32,-12.59,2.27,-10.32,2002
UT Arlington,Southland,-6.5,1.74,-12.09,-10.35,2002
Southeast Missouri State,OVC,-3.07,-2.79,-7.89,-10.67,2002
UNC Asheville,Big South,-6.67,-5.28,-5.47,-10.74,2002
South Carolina State,MEAC,-7.01,-5.84,-5.38,-11.22,2002
Alcorn State,SWAC,-14.17,0.49,-11.77,-11.27,2002
Alabama A&M,SWAC,-15.8,-0.29,-11.03,-11.32,2002
Cal State Fullerton,Big West,-1.06,-8.62,-2.78,-11.41,2002
Northeastern,AEC,-8.34,-1.39,-11.02,-12.41,2002
Stetson,A-Sun,-3.79,-1.42,-11.04,-12.45,2002
Sacramento State,Big Sky,-5.33,-0.24,-12.47,-12.71,2002
Hartford,AEC,-8.2,-12.16,-0.66,-12.82,2002
Youngstown State,Horizon,-0.16,-7.06,-5.82,-12.89,2002
Maine,AEC,-9.55,-12.01,-0.92,-12.93,2002
North Carolina A&T,MEAC,-7.17,-7.34,-5.61,-12.95,2002
Cornell,Ivy,-2.58,-13.23,0.23,-13.0,2002
Army,Patriot,-7.44,-7.1,-5.92,-13.02,2002
Alabama State,SWAC,-14.14,-16.34,3.09,-13.25,2002
Towson,CAA,-3.32,-12.76,-0.53,-13.29,2002
Elon,Big South,-7.06,-5.89,-7.53,-13.42,2002
Robert Morris,NEC,-8.44,-7.26,-6.24,-13.5,2002
Binghamton,AEC,-9.4,-10.27,-3.6,-13.87,2002
Dartmouth,Ivy,-5.71,-8.9,-5.12,-14.02,2002
High Point,Big South,-6.26,-5.17,-8.9,-14.07,2002
Eastern Kentucky,OVC,-2.33,-4.37,-9.75,-14.12,2002
Norfolk State,MEAC,-7.0,-4.86,-9.28,-14.14,2002
Lehigh,Patriot,-6.5,-6.51,-7.65,-14.16,2002
Charleston Southern,Big South,-6.22,-11.63,-2.54,-14.18,2002
Bethune-Cookman,MEAC,-8.26,-5.84,-8.5,-14.33,2002
Mercer,A-Sun,-2.75,-6.6,-7.9,-14.5,2002
Florida A&M,MEAC,-7.48,-6.91,-7.63,-14.55,2002
Southeastern Louisiana,Southland,-7.37,-18.68,4.12,-14.57,2002
New Hampshire,AEC,-7.35,-4.59,-10.06,-14.65,2002
Saint Francis (PA),NEC,-7.83,-13.59,-1.1,-14.69,2002
Eastern Michigan,MAC (West),-0.68,-5.16,-9.56,-14.72,2002
Sacred Heart,NEC,-9.84,-1.93,-12.81,-14.74,2002
Mississippi Valley State,SWAC,-12.74,-2.74,-12.41,-15.15,2002
Campbell,A-Sun,-5.19,-3.5,-11.89,-15.38,2002
Maryland-Eastern Shore,MEAC,-9.07,-8.83,-6.76,-15.59,2002
Jackson State,SWAC,-10.81,-3.95,-12.25,-16.2,2002
Coastal Carolina,Big South,-6.91,-5.4,-11.01,-16.41,2002
Saint Peter's,MAAC,-4.14,-6.87,-9.87,-16.75,2002
Albany (NY),AEC,-8.85,-17.1,0.11,-16.99,2002
Loyola (MD),MAAC,-6.17,-14.66,-2.52,-17.17,2002
Stony Brook,AEC,-8.03,-12.78,-5.46,-18.25,2002
Coppin State,MEAC,-7.82,-16.17,-2.59,-18.75,2002
Morgan State,MEAC,-7.69,-9.07,-10.26,-19.34,2002
Fairleigh Dickinson,NEC,-10.28,-4.77,-14.79,-19.56,2002
Grambling,SWAC,-9.91,-0.52,-19.24,-19.76,2002
Chicago State,Mid-Cont,0.51,-8.86,-11.4,-20.25,2002
Texas Southern,SWAC,-11.52,-9.93,-10.41,-20.34,2002
Southern,SWAC,-12.56,-4.43,-17.55,-21.98,2002
Liberty,Big South,-7.25,-9.34,-12.67,-22.01,2002
Long Island University,NEC,-7.7,0.7,-23.89,-23.18,2002
Mount St. Mary's,NEC,-8.85,-15.54,-8.42,-23.96,2002
Prairie View,SWAC,-11.06,-7.16,-16.83,-23.99,2002
Nicholls State,Southland,-4.39,-13.8,-10.6,-24.39,2002
Morris Brown,Ind,-1.84,-15.9,-10.48,-26.38,2002
Arkansas-Pine Bluff,SWAC,-8.69,-11.47,-16.01,-27.48,2002
Kansas,Big 12,10.53,16.06,8.94,25.0,2003
Arizona,Pac-10,8.95,18.2,5.22,23.42,2003
Kentucky,SEC (East),9.33,11.98,10.49,22.47,2003
Pittsburgh,Big East (West),5.79,7.46,14.04,21.49,2003
Maryland,ACC,7.56,13.93,6.62,20.56,2003
Duke,ACC,8.37,14.87,4.98,19.86,2003
Illinois,Big Ten,6.76,9.7,10.12,19.83,2003
Louisville,CUSA (American),6.84,17.19,2.62,19.81,2003
Syracuse,Big East (West),9.02,14.27,4.75,19.02,2003
Texas,Big 12,9.28,14.32,4.6,18.91,2003
Oklahoma,Big 12,8.53,5.03,13.83,18.86,2003
Florida,SEC (East),7.76,9.99,8.56,18.55,2003
Mississippi State,SEC (West),8.01,3.99,13.66,17.65,2003
Wisconsin,Big Ten,6.51,3.91,13.56,17.48,2003
Notre Dame,Big East (West),9.43,13.64,3.67,17.32,2003
Georgia,SEC (East),11.3,14.89,2.42,17.3,2003
Wake Forest,ACC,6.96,11.31,5.65,16.96,2003
Marquette,CUSA (American),7.28,12.3,3.98,16.28,2003
Michigan State,Big Ten,9.72,2.61,13.51,16.12,2003
Louisiana State,SEC (West),6.83,7.58,8.5,16.08,2003
Xavier,A-10 (West),4.62,10.02,6.06,16.08,2003
Purdue,Big Ten,9.42,8.0,7.96,15.95,2003
Connecticut,Big East (East),7.63,12.51,3.33,15.84,2003
Creighton,MVC,1.03,10.68,4.64,15.32,2003
Arizona State,Pac-10,9.27,9.79,5.22,15.02,2003
Missouri,Big 12,10.15,7.73,7.15,14.88,2003
Texas Tech,Big 12,8.29,6.87,7.93,14.81,2003
Oklahoma State,Big 12,8.46,3.38,11.24,14.62,2003
Saint Joseph's,A-10 (East),3.71,2.32,12.29,14.61,2003
Oregon,Pac-10,6.11,12.95,1.1,14.05,2003
Brigham Young,MWC,5.29,4.22,9.42,13.64,2003
Alabama,SEC (West),9.4,5.24,8.13,13.36,2003
Stanford,Pac-10,8.37,4.81,8.45,13.25,2003
Memphis,CUSA (National),5.27,7.76,5.47,13.23,2003
Cincinnati,CUSA (American),7.45,1.17,11.73,12.9,2003
Georgetown,Big East (West),6.27,9.23,3.63,12.86,2003
Colorado,Big 12,8.01,9.09,3.73,12.83,2003
Auburn,SEC (West),8.35,5.02,7.66,12.68,2003
Indiana,Big Ten,9.81,5.59,7.04,12.63,2003
Gonzaga,WCC,3.8,9.79,2.47,12.26,2003
Georgia Tech,ACC,7.94,7.77,4.43,12.2,2003
California,Pac-10,7.58,6.1,5.68,11.78,2003
NC State,ACC,7.57,5.77,5.99,11.76,2003
Providence,Big East (East),7.83,5.09,6.55,11.64,2003
North Carolina,ACC,10.31,6.54,4.68,11.22,2003
Dayton,A-10 (West),5.17,7.0,4.0,11.0,2003
Utah,MWC,5.25,-0.92,11.92,11.0,2003
Tulsa,WAC,2.29,4.69,5.72,10.41,2003
Boston College,Big East (East),7.24,13.22,-2.92,10.3,2003
Kansas State,Big 12,7.38,4.16,5.98,10.14,2003
Tennessee,SEC (East),7.88,2.51,7.37,9.88,2003
Iowa State,Big 12,6.05,2.95,6.87,9.82,2003
St. John's (NY),Big East (East),7.36,2.85,6.86,9.71,2003
Seton Hall,Big East (West),8.2,1.35,8.31,9.66,2003
Michigan,Big Ten,7.88,3.25,6.37,9.62,2003
Mississippi,SEC (West),6.25,2.24,7.02,9.25,2003
Butler,Horizon,2.24,-0.54,9.65,9.11,2003
Minnesota,Big Ten,6.72,8.24,0.87,9.11,2003
Villanova,Big East (East),7.57,5.89,3.23,9.11,2003
Nevada-Las Vegas,MWC,4.67,8.67,0.35,9.01,2003
Florida State,ACC,7.75,0.84,8.17,9.0,2003
DePaul,CUSA (American),6.49,0.84,8.0,8.83,2003
Southern Illinois,MVC,2.37,6.73,1.83,8.56,2003
UNC Wilmington,CAA,-2.8,1.09,7.44,8.52,2003
Iowa,Big Ten,5.83,3.89,4.55,8.44,2003
Pennsylvania,Ivy,-1.45,1.04,7.41,8.44,2003
Ohio State,Big Ten,8.49,-0.45,8.47,8.03,2003
Louisiana,Sun Belt (West),1.24,6.55,1.37,7.92,2003
Milwaukee,Horizon,0.81,8.04,-0.33,7.71,2003
Western Kentucky,Sun Belt (East),1.4,3.91,3.8,7.71,2003
UAB,CUSA (National),3.89,10.34,-2.74,7.61,2003
Virginia,ACC,8.64,6.71,0.8,7.51,2003
South Carolina,SEC (East),8.97,-0.24,7.63,7.39,2003
Southern California,Pac-10,7.29,9.26,-2.01,7.25,2003
Temple,A-10 (East),6.66,0.17,6.99,7.16,2003
Saint Louis,CUSA (American),6.88,-5.85,12.69,6.84,2003
Central Michigan,MAC (West),1.79,9.09,-2.37,6.72,2003
Western Michigan,MAC (West),0.76,-1.3,7.97,6.67,2003
UCLA,Pac-10,9.75,8.01,-1.68,6.33,2003
Richmond,A-10 (West),3.5,-3.79,9.98,6.19,2003
Illinois-Chicago,Horizon,-0.11,6.08,0.07,6.15,2003
Vanderbilt,SEC (East),9.36,3.4,2.76,6.15,2003
Missouri State,MVC,0.92,-2.79,8.84,6.06,2003
Baylor,Big 12,5.44,2.21,3.84,6.05,2003
Miami (FL),Big East (East),4.91,1.9,4.15,6.05,2003
Tulane,CUSA (National),2.84,2.87,3.14,6.01,2003
Nevada,WAC,2.06,6.78,-0.79,6.0,2003
Texas A&M,Big 12,7.23,5.72,0.26,5.98,2003
Detroit Mercy,Horizon,-0.09,1.24,4.64,5.87,2003
Manhattan,MAAC,-1.99,3.8,1.98,5.78,2003
Wyoming,MWC,3.5,6.21,-0.46,5.76,2003
St. Bonaventure,A-10 (East),4.38,12.31,-6.56,5.75,2003
Clemson,ACC,5.35,0.87,4.8,5.67,2003
Charlotte,CUSA (American),6.95,2.42,3.08,5.5,2003
San Diego,WCC,2.74,5.27,0.19,5.47,2003
Colorado State,MWC,4.41,6.15,-0.77,5.38,2003
Fresno State,WAC,0.44,2.11,3.18,5.29,2003
Holy Cross,Patriot,-5.38,-1.53,6.79,5.26,2003
San Diego State,MWC,4.14,3.91,1.2,5.11,2003
Rutgers,Big East (West),6.45,1.26,3.83,5.09,2003
Kent State,MAC (East),0.55,5.86,-0.84,5.02,2003
New Mexico State,Sun Belt (West),-0.91,3.05,1.64,4.69,2003
Arkansas,SEC (West),9.57,-3.09,7.76,4.67,2003
Washington,Pac-10,7.28,5.0,-0.35,4.65,2003
Weber State,Big Sky,-2.01,4.49,0.07,4.56,2003
Hawaii,WAC,1.56,0.35,4.18,4.53,2003
South Florida,CUSA (National),4.52,0.12,4.09,4.2,2003
Utah State,Big West,-1.43,-3.34,7.49,4.16,2003
West Virginia,Big East (West),6.84,0.08,4.0,4.08,2003
Oregon State,Pac-10,5.86,-0.64,4.5,3.86,2003
Valparaiso,Mid-Cont,-1.14,-0.21,4.05,3.83,2003
Rhode Island,A-10 (East),3.35,1.6,1.91,3.51,2003
Nebraska,Big 12,9.21,-2.6,6.06,3.46,2003
Rice,WAC,0.89,4.65,-1.35,3.29,2003
UC Santa Barbara,Big West,-1.12,-5.01,8.11,3.1,2003
Troy,A-Sun (South),-4.8,5.67,-2.82,2.86,2003
George Washington,A-10 (West),3.34,4.48,-1.66,2.82,2003
Virginia Commonwealth,CAA,-3.29,4.11,-1.33,2.78,2003
Siena,MAAC,-1.78,3.51,-0.82,2.69,2003
Eastern Washington,Big Sky,-0.8,0.65,1.88,2.53,2003
Murray State,OVC,-2.8,1.63,0.86,2.49,2003
Wichita State,MVC,0.99,3.79,-1.4,2.39,2003
Northwestern,Big Ten,5.43,-4.02,6.39,2.36,2003
Virginia Tech,Big East (East),5.34,2.61,-0.31,2.3,2003
George Mason,CAA,-1.31,-5.08,7.35,2.27,2003
San Francisco,WCC,1.43,0.09,1.99,2.07,2003
UC Irvine,Big West,-1.65,0.29,1.78,2.07,2003
Toledo,MAC (West),1.96,0.69,1.27,1.96,2003
Saint Mary's (CA),WCC,0.84,-3.79,5.73,1.94,2003
Miami (OH),MAC (East),2.87,-11.76,13.59,1.83,2003
East Carolina,CUSA (American),4.73,-3.15,4.96,1.81,2003
Southern Methodist,WAC,1.77,2.92,-1.16,1.77,2003
Air Force,MWC,1.46,-13.17,14.87,1.71,2003
Drexel,CAA,-1.45,-0.66,2.21,1.56,2003
Denver,Sun Belt (West),-0.28,0.68,0.86,1.53,2003
College of Charleston,Southern (South),-3.18,0.05,1.16,1.21,2003
Bradley,MVC,1.19,2.91,-1.78,1.12,2003
Boston University,AEC,-3.42,-3.22,4.32,1.1,2003
Middle Tennessee,Sun Belt (East),0.93,-0.92,1.92,1.0,2003
Northern Illinois,MAC (West),1.11,-0.53,1.45,0.92,2003
Pepperdine,WCC,1.79,10.0,-9.14,0.86,2003
Loyola (IL),Horizon,0.97,5.42,-4.61,0.81,2003
Tennessee Tech,OVC,-2.96,0.61,0.16,0.77,2003
Southern Mississippi,CUSA (National),3.85,-1.06,1.67,0.61,2003
South Alabama,Sun Belt (West),2.16,0.91,-0.39,0.52,2003
TCU,CUSA (National),4.22,8.22,-7.78,0.44,2003
Chattanooga,Southern (South),-3.64,6.9,-6.5,0.4,2003
